feed_id,agency,country,n_bus_trips,n_travel_times,n_distinct_travel_times,median_travel_time_s,temporal_resolution_s,share_travel_times_whole_minute,share_stop_times_whole_minute,timepoint_status,approximate_share,share_timepoints_whole_minute,share_approx_whole_minute,interpolation_basis,n_approx_testable,share_approx_on_line,n_timepoints_testable,share_timepoints_on_line,n_control_modes,has_control_baseline,bus_peak_to_peak_s,segregated_peak_to_peak_s,bus_exceeds_own_control
jbda-aichi-miyoshicity-sansanbus,みよし市,JP,92,2831,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-akashicity-tacobustacobusmini,明石市,JP,229,4262,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-anjocity-AnkuruBus,安城市,JP,126,2758,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-annakacity-annakashi-rosenbus,安中市,JP,58,1912,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-aoi-komaki-aoikotsu,あおい交通,JP,147,1948,13,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,12.976744186046512,,
jbda-ashiyatown-AshiyaTownBus,芦屋町,JP,67,925,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,5.454545454545454,,
jbda-awajicity-awajinawahimebus,淡路市,JP,67,3035,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-buzencity-BuzenCityBus,豊前市,JP,63,1886,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-chigasakicity-eboshigou,茅ヶ崎市,JP,61,2023,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-chikuma-bus-rosenbus,千曲バス株式会社,JP,99,3979,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-chikumacity-chikumajunkanbus,千曲市,JP,62,1954,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-chiryucity-communitybus,知立市,JP,50,1381,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-chitabus-chitabus,知多乗合（知多バス）,JP,258,3841,19,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,5.084745762711864,,
jbda-chitetsu-chitetsubus,富山地方鉄道,JP,851,18512,26,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-chukibus-chukibus,中紀バス,JP,50,713,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-daishinto-Radiant-City,大新東株式会社,JP,208,861,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,7.5,,
jbda-enacity-communitybus,恵那市,JP,167,3098,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-fujiedacity-gtfsfjed,藤枝市,JP,95,1675,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-gifucity-communitybus,岐阜市,JP,196,5636,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-gujocity-citybus,郡上市,JP,69,1558,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-gunma-otacity-ootacitybus,太田市,JP,97,1536,11,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hachinohe-hachinohe-citybus,八戸市交通部,JP,778,20360,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,4.879482657260436,,
jbda-hakubavalley-bus-hakubavalley-nagano-jp,HAKUBAVALLEY事務局,JP,70,535,13,420.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-hakusancity-hakusan_bus_meguru,白山市,JP,124,2308,15,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hashimacity-HashimaCityCommunityBus,羽島市,JP,74,1154,6,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-hidacity-communitybus,飛騨市,JP,89,1813,14,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-higashiomicity-higasiohmisicommunitybus,東近江市,JP,107,2592,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-higashiuratown-communitybus,東浦町,JP,75,1448,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-himejicity-ieshima-boze-yukihiko,姫路市,JP,55,785,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hiranaitown-hiranaitownbus,平内町,JP,51,1236,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hirosakicity-hokusei-noriai,弘前市,JP,82,977,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hisayamatown-HisayamaIkoBus,久山町,JP,86,1668,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-hokushin-bus-hokushinbus,北振バス株式会社,JP,73,1787,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hyogo-kamikawatown-communitybus,神河町,JP,74,1596,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-hyogo-ono-ranranbus,小野市,JP,69,1267,7,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-ibigawatown-communitybus,揖斐川町,JP,72,961,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-ichinosekicity-Ichinosekibus,一関市,JP,153,4211,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-igacity-communitybus,伊賀市,JP,100,2469,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-imizucity-imizushi,射水市,JP,66,1628,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-inabecity-fukushibus,いなべ市,JP,115,2524,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-inzaicity-rosenbus,印西市,JP,75,1266,8,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,6.041666666666667,,
jbda-isecity-communitybus,伊勢市,JP,50,1732,10,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-itoigawabus-itoigawabus,糸魚川バス株式会社,JP,146,3926,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kaetsunou-kaetsunouippan,加越能バス,JP,283,7870,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kagoshimacity-aibus,鹿児島市,JP,175,6202,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kaizucity-communitybus,海津市,JP,90,871,10,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kakogawacity-kakobuskakobusmini,加古川市,JP,284,5351,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,2.1818181818181817,,
jbda-kamacity-KamaCityBus,嘉麻市,JP,109,3462,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kameyamacity-communitybus,亀山市,JP,68,1457,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kamicity-GTFS-Kamicity_Bus,香美市,JP,82,1621,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kamigoritown-ainorigo,上郡町,JP,65,830,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kamocity-kamonbus,加茂市,JP,50,1315,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kariyacity-communitybus,刈谷市,JP,146,3282,13,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kasaicity-kasaineppihappybus,加西市,JP,64,1188,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kasugacity-yayoi_kasuga,春日市,JP,84,2205,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-keisei-transitbus-keiseitransitbus,京成バス千葉ウエスト株式会社,JP,449,7667,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kimitsucity-Local_buses_via_Kimitsu_City,君津市,JP,296,5939,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kinokawacity-kinokawa_bus,紀の川市,JP,72,2049,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kisokoikirengo-kiso-bus,木曽広域連合,JP,82,2992,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kitaena-kitaena,北恵那交通,JP,182,3787,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-kitakyushucity-edamitsu,北九州市,JP,56,782,3,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kitanagoyacity-communitybus,北名古屋市,JP,67,942,6,180.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kitashitara-odekakehokusetsu,北設楽郡公共交通活性化協議会,JP,103,1911,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-kobecity-kobe-shiokaze,神戸市,JP,109,1352,10,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kochi-ekimae-kanko-GTFS-Ekimae_Airportbus,株式会社高知駅前観光,JP,51,408,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,5.0,,
jbda-kochi-konancity-GTFS-Konancity_Bus,香南市,JP,91,1537,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kochi-koryo-kotsu-GTFS-Koryotraffic_Localbus,高知高陵交通株式会社,JP,67,2684,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kochi-seinan-kotsu-GTFS-Seinantraffic_Localbus,高知西南交通株式会社,JP,156,5765,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kochi-tobu-kotsu-GTFS-Tobutraffic_Localbus,高知東部交通株式会社,JP,81,4779,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,1.5384615384615385,,
jbda-kokacity-sinaicommunitybus,甲賀市,JP,227,4891,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,2.8421052631578947,,
jbda-kotosan-kotohira-local,琴参バス株式会社,JP,50,1283,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-kotosan-marugame-community,琴参バス株式会社,JP,62,2633,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kuma-bus-kuma-bus,熊本バス,JP,337,10704,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kumamoto-toshibus-kumamoto-toshibus,熊本都市バス,JP,1073,23031,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kumamotodentetsu-kumamotodentetsu-bus,熊本電鉄,JP,483,14775,15,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kumanogobobus-kumanogobobus_gobo,熊野御坊南海バス株式会社,JP,80,2193,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kumanogobobus-kumanogobobus_kumano,熊野御坊南海バス株式会社,JP,153,4135,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-kurobecity-shinkansenikuji-ishida-aimoto-minibus,黒部市,JP,51,901,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,21.25,,
jbda-kusakarukotsu-kusakarubus,草軽交通株式会社,JP,50,1108,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kusatsucity-kusatsusimamebus,草津市,JP,55,1568,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-kuwanacity-communitybus,桑名市,JP,54,1520,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-matsumotocity-guruttomatsumotobus2,松本市,JP,257,4973,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-matsusakacity-communitybus,松阪市,JP,91,1943,11,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-meikobus-meikobus,明光バス株式会社,JP,156,4539,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,1.6666666666666667,,
jbda-mie-kotsu-sancochusei,三重交通,JP,776,18076,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,8.571428571428571,,
jbda-minamiawajicity-lanrunbus,南あわじ市,JP,87,2600,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-minamiisetown-choeibus,南伊勢町,JP,117,2101,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-minamishinshu-Minamishinshu-Shinnan-1,南信州地域交通問題協議会（南信州広域連合）,JP,54,1871,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-minokamocity-communitybus,美濃加茂市,JP,104,2584,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-mitoyocity-mitoyocommunitybus,三豊市,JP,150,4504,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-munakatacity-MunakataCityCommunityBus,宗像市,JP,69,1190,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-murakamicity-murakamisicommunitybus,村上市,JP,97,2771,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-nabaricity-communitybus,名張市,JP,54,876,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nagadenbus-nagadenbus-nagano,長電バス株式会社,JP,366,7989,18,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,7.2898550724637685,,
jbda-nagai-unyu-Nagaibus,永井運輸株式会社,JP,224,5457,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-nagaicity-NagaiCity,長井市,JP,54,1439,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nagano-ikedatown-IkedaTownBus,池田町,JP,59,1225,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-naganocity-shiei_noriaibus,長野市,JP,251,6283,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nagareyamacity-nagareyamagreenbus,流山市,JP,197,2998,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-nangokucity-GTFS-Nankokucity_Bus,南国市,JP,52,1431,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nantocity-nanbus,南砺市,JP,121,2817,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-naoshimatown-naoshima,直島町,JP,83,732,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-naritacity-narita-community-bus,成田市,JP,73,2118,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nasushiobaracity-chiikibasu,那須塩原市,JP,76,1948,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nemurokotsu-nemurobus,根室交通株式会社,JP,67,2217,22,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-niimicity-niimishieibus,新見市,JP,50,818,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nikkocity-nikkocity,日光市,JP,97,2505,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nishiocity-meitestu_tobu,西尾市,JP,102,2746,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,27.6,,
jbda-nishiocity-rokumangokukururinbus,西尾市,JP,77,2047,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nisshincity-communitybus,日進市,JP,90,2085,12,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-niyodogawatown-GTFS-Niyodogawatown_Townsbus,仁淀川町,JP,55,677,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nogatacity-NogataCityCommunityBus,直方市,JP,87,1199,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nonoichicity-communitybus,野々市市,JP,71,1715,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-nouhibus-nouhibus,濃飛乗合自動車（濃飛バス）,JP,250,7923,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-ogakicity-meihankintetsubus,大垣市,JP,617,10095,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,9.342281879194632,,
jbda-oguchitown-communitybus,大口町,JP,74,803,15,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-omachicity-omachisiminbus,大町市,JP,91,2521,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-omihachimancity-akakonbus,近江八幡市,JP,133,3143,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-oshucity-bus-oshucity-iwate-jp,奥州市,JP,84,2338,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-otawaracity-Ohtawaracitybus,大田原市,JP,115,2938,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-otonekotu-otonekotubus,大利根交通自動車株式会社,JP,128,2663,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-owasecity-fureaibus,尾鷲市,JP,61,926,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-reihoku-kanko-GTFS-Reihokukanko_Localbus,有限会社嶺北観光自動車,JP,90,1978,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-rinkan-hashimoto-rinkandenentoshi,南海りんかんバス株式会社,JP,157,1793,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-rinkan-koyasan,南海りんかんバス株式会社,JP,84,1072,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-ryugasakicity-Ryugasakishi-communitybus,龍ケ崎市,JP,61,1992,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-ryujinbus-ryujinbus,龍神自動車株式会社,JP,58,1808,19,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-sankobus-sankobus,産交バス,JP,2393,77536,47,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-sentetsu-Sentetsubus,船木鉄道株式会社,JP,233,5302,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-setocity-setocitybus,瀬戸市,JP,92,1294,9,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-setouchicity-setouchicitybus,瀬戸内市,JP,103,2688,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-shichigahamatown-Gururinko,七ヶ浜町,JP,81,2514,5,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shiga-konancity-konansimegurukun,湖南市,JP,101,1939,15,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,6.0,,
jbda-shimadacity-shimada_combus,島田市,JP,135,3141,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shimanto-kotsu-GTFS-Shimantotraffic_Localbus,株式会社四万十交通,JP,70,2052,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shimantotown-GTFS-Shimantotown_Bus,四万十町,JP,51,903,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shimoko-shimokitakotsu,下北交通株式会社,JP,76,3267,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shingutown-ShinguTownCommunityBus,新宮町,JP,61,1630,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-shinjobankotsu-SHINJOBANKOTSU,新常磐交通株式会社,JP,567,13589,19,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,12.294117647058824,,
jbda-shisocity-shitanbus-wingshinki,宍粟市,JP,71,1367,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-shonaikotsu-SHONAIKOTSU,庄内交通,JP,162,4696,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-suetown-SueTownCommunityBus,須恵町,JP,76,1014,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-suzakicity-suzakashiminbus,須坂市,JP,66,1388,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tachikawacity-kururinbus,立川市,JP,81,1372,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,3.260869565217391,,
jbda-tagawacity-TagawaCityCommunityBus,田川市,JP,72,1837,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-taiyo-koutu-taiyo-koutu,太陽交通株式会社,JP,101,1694,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,4.0625,,
jbda-takasagocity-jotonbus,高砂市,JP,83,1077,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,127.5,,
jbda-takashimacity-takasimasicommunitybus,高島市,JP,172,2967,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-takayamacity-noramaicar,高山市,JP,82,2694,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-takeyakoutu-takeyakotsu,株式会社タケヤ交通,JP,50,668,20,180.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tateyamatown-tateyama,立山町,JP,66,1035,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tobacity-communitybus,鳥羽市,JP,79,1778,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tokaicity-tokai-ranranbus,東海市,JP,89,2014,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tokonamecity-Gruun,常滑市,JP,118,1060,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
jbda-tokubus-nanbu-tokushimabusnanbu,徳島バス南部株式会社,JP,77,3049,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tokubus-tokushimabus,徳島バス株式会社,JP,1010,27329,29,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,13.328467153284672,,
jbda-tokushima-miyoshicity-miyoshicitybus,三好市,JP,119,2836,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-tokushima-shiei-tokushimacitybus,徳島市交通局,JP,134,2172,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,6.774193548387097,,
jbda-tosaden-kotsu-GTFS-Tosadentraffic_Regularbus,とさでん交通株式会社,JP,412,13878,17,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-towadakankodentetsu-toutetsu,十和田観光電鉄株式会社,JP,125,5211,15,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-toyamacity-yatsuocommunitybus,富山市,JP,84,1489,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-toyotacity-chiikibus,豊田市,JP,145,2649,14,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-toyotacity-kikanbus,豊田市,JP,450,11268,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,11.543627031650983,,
jbda-tsucity-communitybus,津市,JP,68,1538,14,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-uedabus-noriai_bus,上田バス株式会社,JP,142,2694,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-ugokotsu-ugokotsu_honjo,羽後交通株式会社,JP,112,4990,6,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-uozucity-junkai,魚津市,JP,86,2052,13,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-waketown-wakechoueibasu,和気町,JP,93,1505,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-wakocity-Wako-City-junkanbus,和光市,JP,50,833,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-yamagata-yamagatacity-YamagataCity,山形市,JP,62,1477,9,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-yamakobus-YAMAKOBUS,山形交通,JP,749,18102,26,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,2.195804195804196,,
jbda-yamanashi-hokutocity-hokuto-bus,北杜市,JP,72,1839,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
jbda-yonezawacity-Yonezawa,米沢市,JP,50,1710,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-1009,ZDMiKP w Bydgoszczy,PL,3582,75568,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,4.101943362949652,0.0,True
mdb-101,Foothill Transit,US,2183,86034,480,76.0,1.0,0.024548434339912127,0.1632451795005498,declared,0.8550506138272669,1.0,0.02139732202041628,distance,73816,0.43674813048661537,0,,0,False,9.746576035684518,,
mdb-1010,Gmina Zaklad Komunalny (GZK Bystry),PL,63,1102,7,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-1011,Koleje Mazowieckie (KM),PL,210,1240,21,360.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,False,1.4545454545454546,7.495220057720058,
mdb-1012,Miejskie Przedsiębiorstwo Komunikacyjne w Lomzy (MPK ZB w Łomży),PL,270,6256,4,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.09868421052631579,,
mdb-1013,Zarząd Transportu Miejskiego Lublin (ZTM Lublin),PL,4242,99870,36,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,2.9940339605323545,,
mdb-1018,Monkey Forest Ubud Shuttle,ID,57,570,3,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
