feed_id,agency,country,n_bus_trips,n_travel_times,n_distinct_travel_times,median_travel_time_s,temporal_resolution_s,share_travel_times_whole_minute,share_stop_times_whole_minute,timepoint_status,approximate_share,share_timepoints_whole_minute,share_approx_whole_minute,interpolation_basis,n_approx_testable,share_approx_on_line,n_timepoints_testable,share_timepoints_on_line,n_control_modes,has_control_baseline,bus_peak_to_peak_s,segregated_peak_to_peak_s,bus_exceeds_own_control
mdb-2116,Compania de Transport Public Iași,RO,3464,58823,14,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,0.0,0.0,False
mdb-2119,Trolleybus Transport Pleven,BG,1388,19219,9,120.0,30.0,0.980644154222384,0.9788906682195371,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-212,All Points Transit,US,63,184,8,300.0,120.0,1.0,1.0,declared,0.5934065934065934,1.0,,distance,0,,0,,0,False,,,
mdb-2121,Compania de Transport Public Cluj-Napoca,RO,7104,87917,29,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,0.0,0.0,False
mdb-2122,Ben Franklin Transit,US,1377,34929,213,45.0,1.0,0.019639840819949038,0.21401421252685507,declared,0.7974990359720157,1.0,0.01443669268494854,distance,28536,0.9681805438744042,0,,0,False,4.541412845083276,,
mdb-2126,Société de transport de Montréal (STM),CA,17338,612197,481,54.0,1.0,0.05501170374895663,0.258501910140024,not_declared,,,,,0,,0,,1,True,7.333024025279024,5.490379053508063,True
mdb-2127,Milwaukee County Transit System (MCTS),US,4308,168719,16,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,5.090521488579742,,
mdb-213,Amarillo City Transit,US,344,4509,12,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,4.848484848484849,,
mdb-2131,Saint John Transit,CA,483,10800,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.2864583333333333,,
mdb-2132,T3 Transit,CA,342,9402,210,39.0,1.0,0.10625398851308232,0.3450210378681627,declared,0.6876377479463034,0.9983964079538166,0.04822261072261072,distance,5801,0.9112222030684365,5,1.0,0,False,1.647877145438121,,
mdb-2134,Daytrip Shuttle,MX,80,214,8,600.0,300.0,1.0,1.0,declared,0.8475609756097561,1.0,1.0,stopcount,0,,0,,0,False,,,
mdb-2136,Elk Grove Transit,US,262,5949,13,60.0,60.0,1.0,1.0,declared,0.8254247954688483,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-214,Antelope Valley Transit Authority (AVTA),US,314,10858,31,60.0,1.0,0.7505986369497145,0.8770000893894699,declared,0.8282828282828283,1.0,0.8515001079214332,distance,1376,0.038517441860465115,0,,0,False,15.186363636363637,,
mdb-2141,Consorcio de Transportes de Mallorca,ES,1736,24604,74,120.0,60.0,0.9847179320435702,0.9921032649962035,declared,0.5565679574791192,0.9943493150684931,0.9903137789904503,stopcount,142,0.0,66,0.015151515151515152,0,False,17.190647482014388,,
mdb-2142,Exo Le Richelain / Roussillon,CA,919,20597,195,43.0,1.0,0.05384279263970481,0.2862056144264733,declared,0.7246235359732293,1.0,0.014944519273940094,distance,15358,0.9950514389894517,0,,0,False,2.4349947572043247,,
mdb-2143,Regia Autonomă De Transport Brașov,RO,4704,66185,24,120.0,60.0,0.9780614942962907,0.9896316776932952,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2146,Albany Transit System,US,220,3630,6,60.0,60.0,1.0,1.0,declared,0.8668807994289793,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-2148,Sociedade de Transportes Colectivos do Porto (STCP),PT,5594,194384,384,64.0,1.0,0.020711581200098774,0.16271279654025947,not_declared,,,,,0,,0,,0,False,11.725882772782274,,
mdb-2149,BurbankBus,US,99,2217,8,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2154,Ottawa-Carleton Regional Transit Commission (OC Transpo),CA,6986,284519,555,44.0,1.0,0.02253276582583237,0.16284797859384917,declared,0.8541671669439632,0.9996001035026228,0.01998843345622786,distance,244017,0.10134539806652815,0,,1,True,7.6241992329957915,0.0,True
mdb-2155,Integrated Transit System of the South Moravian Region (IDS JMK),SK,13073,189900,20,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,2,True,0.6183364116935227,12.870397643593519,False
mdb-2191,Boulder County,US,112,3080,43,74.0,1.0,0.05454545454545454,0.3157894736842105,declared,0.7543859649122807,1.0,0.09302325581395349,distance,2184,1.0,0,,0,False,0.0,,
mdb-2195,San Miguel County,US,141,1331,32,120.0,60.0,0.941397445529677,0.9639945652173914,declared,0.3546195652173913,1.0,0.8984674329501916,distance,53,0.16981132075471697,0,,0,False,0.0,,
mdb-2199,Cities Area Transit,US,252,5240,125,60.0,1.0,0.2954198473282443,0.5191187181354697,declared,0.4919883466860889,1.0,0.022575869726128794,distance,2641,0.9791745550927679,0,,0,False,0.0,,
mdb-220,City of Banning Transit,US,53,1923,92,51.0,1.0,0.05408216328653146,0.2408906882591093,declared,0.7753036437246964,1.0,0.020887728459530026,distance,1500,0.8693333333333333,0,,0,False,0.0,,
mdb-2200,TMT Trujillo - Gerencia de Transporte,PE,102,20062,138,29.0,1.0,0.0037882564051440536,0.020674268715914726,not_declared,,,,,0,,0,,0,False,,,
mdb-2201,Montebello Bus Lines,US,431,24975,28,60.0,1.0,0.6507707707707707,0.8244902778871133,declared,0.8785326300873809,1.0,0.8002240143369176,distance,4459,0.02399641175151379,0,,0,False,,,
mdb-2204,Kings Area Rural Transit,US,271,5046,222,82.0,1.0,0.01248513674197384,0.16848439262880782,declared,0.8315156073711921,1.0,0.0,stopcount,4422,0.030076888285843508,0,,0,False,0.006172839506172839,,
mdb-2206,Cat Tran Shuttle,US,69,762,10,120.0,60.0,1.0,1.0,declared,0.49166666666666664,1.0,1.0,stopcount,0,,0,,0,False,8.571428571428571,,
mdb-2208,Greater Peoria Mass Transit (CityLink),US,749,23926,182,40.0,1.0,0.014503051074145281,0.17588652482269504,declared,0.833434650455927,1.0,0.011184050571359105,distance,20335,0.975706909269732,0,,0,False,0.05029276453366791,,
mdb-2209,The Comet,US,3288,59704,19,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,3.6769078295341924,,
mdb-2212,Empresa Malagueña de Transportes (EMT),ES,3365,95597,331,84.0,1.0,0.029331464376497172,0.23395848911703482,not_declared,,,,,0,,0,,0,False,7.298797211222954,,
mdb-2224,Emery Go-Round,US,133,2728,9,60.0,30.0,0.8460410557184751,0.9265990912268438,declared,0.8406151695211465,1.0,0.9126819126819127,distance,80,0.0,0,,0,False,9.540816326530612,,
mdb-2231,Karlsruher Verkehrsverbund,DE,8840,105883,21,60.0,60.0,0.9988100072721778,0.9994568169473113,not_declared,,,,,0,,0,,2,True,0.6208787487361093,2.259323882224645,False
mdb-2232,Pueblo Transit,US,308,5777,159,56.0,1.0,0.03565864635624026,0.3080203378710841,declared,0.7205182876824668,1.0,0.03960846801730025,distance,4135,0.7668681983071343,0,,0,False,,,
mdb-2240,Southeast Area Transit District,US,378,7324,15,60.0,60.0,1.0,1.0,declared,0.824013826758845,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2241,Gwinnett County Transit,US,422,27319,159,42.0,1.0,0.008162817087009042,0.0816841498143542,declared,0.9407735842255146,1.0,0.023871561039160088,distance,25475,0.10720314033366045,0,,0,False,,,
mdb-2242,Norwalk Transit System (NTS),US,531,13147,166,54.0,1.0,0.051494637559899595,0.3204415850270507,declared,0.6878198567041965,1.0,0.012011054421768707,distance,9295,0.2776761699838623,0,,0,False,0.0,,
mdb-2243,Arcadia Transit,US,89,131,5,240.0,60.0,1.0,1.0,declared,0.684060042887777,1.0,,distance,0,,0,,0,False,,,
mdb-2244,Concord Kannapolis Area Transit (Rider Transit),US,210,3082,17,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-2246,Ryde Racine,US,331,17325,206,31.0,1.0,0.006118326118326118,0.13355233348436793,declared,0.8664476665156321,1.0,0.0,stopcount,15298,0.0679827428422016,0,,0,False,0.0340664079344545,,
mdb-225,Anchorage People Mover,US,847,33495,213,45.0,1.0,0.02612330198537095,0.18574922835012522,declared,0.8247044435385242,1.0,0.012675658498693594,stopcount,27963,1.0,0,,0,False,7.780637638617091,,
mdb-2254,Bay Area Transportation Authority,US,544,6282,15,60.0,60.0,1.0,1.0,declared,0.7406302220100263,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-2255,Lake County Connection,US,193,7183,164,51.0,1.0,0.03396909369344285,0.17407809110629066,declared,0.8314804772234273,1.0,0.006685145931844122,distance,6092,1.0,0,,0,False,,,
mdb-2256,Portage Area Regional Transportation Authority (PARTA),US,1784,29660,19,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.9337854707100233,,
mdb-2258,Manatee County Area Transit,US,597,21262,190,41.0,1.0,0.015238453579155301,0.1254860698110618,declared,0.912255821400796,1.0,0.04137204754024372,distance,19116,0.0996024272860431,0,,0,False,0.5204029304029305,,
mdb-2259,Collier Area Transit (CAT),US,281,7474,348,75.0,1.0,0.012710730532512711,0.17537072856221791,declared,0.8343004513217279,1.0,0.011591962905718702,distance,6395,1.0,0,,0,False,,,
mdb-226,University of California Berkeley Shuttle (Bear Transit),US,131,1569,5,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2261,Omaha Metro,US,1341,68772,218,32.0,1.0,0.017172686558483103,0.16374994651491165,declared,0.8503130660505185,0.9999047165316818,0.01655540273071891,distance,58631,0.949582985110266,0,,0,False,0.3009292783007482,,
mdb-2262,Beaver County Transit Authority,US,123,4194,140,63.0,1.0,0.051263710061993324,0.3122538800092657,declared,0.6997915218902016,1.0,0.017212843429328037,distance,2969,0.9706972044459414,0,,0,False,,,
mdb-2263,Birmingham Jefferson County Transit Authority (MAX),US,1147,42384,408,43.0,1.0,0.014297848244620612,0.1287358434219292,declared,0.8898486136316648,1.0,0.020884964890541098,distance,37927,0.9760856381996994,0,,0,False,1.303001706120708,,
mdb-2264,Rock Region Metro,US,707,30691,172,34.0,1.0,0.009970349613893323,0.11532581693101471,declared,0.8959169373845468,1.0,0.01254888019907572,distance,27777,0.9580228246390899,0,,0,False,2.1395170295924064,,
mdb-2265,Charlotte Area Transit System (CATS),US,2956,73130,36,60.0,60.0,1.0,1.0,declared,0.8784168260780906,1.0,1.0,stopcount,0,,0,,1,True,9.64630944276962,0.0,True
mdb-2266,Citilink,US,612,10358,11,60.0,60.0,1.0,1.0,declared,0.849911190053286,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2267,Connect Transit,US,724,10414,10,60.0,60.0,1.0,1.0,declared,0.8117585615160785,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-2268,Saint Maryʼs Transit System,US,197,2438,16,240.0,60.0,0.9991796554552912,0.9992412746585736,not_declared,,,,,0,,0,,0,False,,,
mdb-2269,StarTran,US,844,24872,166,45.0,1.0,0.01652460598263107,0.141740550629958,declared,0.858259449370042,1.0,0.0,stopcount,22071,0.03375470073852567,0,,0,False,0.07238095238095237,,
mdb-2270,GTrans,US,313,16648,185,60.0,1.0,0.05496155694377703,0.17687636342196805,declared,0.8406933553446141,0.9996299037749815,0.020969212427238936,distance,13960,0.142621776504298,1,0.0,0,False,5.996726190476191,,
mdb-2272,Santa Maria Area Transit,US,294,6525,151,60.0,1.0,0.4065900383141762,0.5541868309136238,declared,0.6892506232585424,0.9141104294478528,0.39191489361702125,distance,2858,0.013995801259622114,142,0.0,0,False,,,
mdb-2273,Stanislaus Regional Transit (StaRT),US,1046,30027,303,60.0,1.0,0.02647617144569887,0.19511567296245053,declared,0.8255413623346954,1.0,0.025022411037923374,distance,25015,0.9928043174095542,0,,0,False,1.0313634351482956,,
mdb-2274,Valley Metro,US,531,11305,22,60.0,60.0,1.0,1.0,declared,0.8817104511707595,1.0,1.0,distance,0,,0,,0,False,11.883116883116884,,
mdb-2276,Société des transports de Rimouski,CA,125,4046,6,60.0,30.0,0.5301532377656946,0.7681611124430592,declared,0.9700311675857108,1.0,0.7609985170538803,stopcount,0,,0,,0,False,0.0,,
mdb-2277,GoCary,US,546,9920,123,60.0,1.0,0.023689516129032258,0.24565258933690043,declared,0.765526466653927,1.0,0.014603095356964553,distance,7895,0.8246991766941102,0,,0,False,0.0,,
mdb-2282,Mountain Rides Transportation Authority (MRTA),US,83,2385,9,60.0,60.0,1.0,1.0,declared,0.08482418260333127,1.0,,stopcount,0,,0,,0,False,,,
mdb-2283,City of Corvallis,US,179,7061,87,41.0,1.0,0.010621724968134825,0.175,declared,0.825,1.0,0.0,stopcount,5973,0.07718064624141972,0,,0,False,0.0,,
mdb-2285,Annapolis Transit,US,210,5073,120,52.0,1.0,0.04730928444707274,0.2992617830777967,declared,0.7081203861442362,1.0,0.010425020048115477,distance,3702,1.0,0,,0,False,0.0,,
mdb-2286,Washington County Transit,US,117,563,4,600.0,300.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-2287,Mass Transportation Authority Flint,US,843,32554,167,28.0,1.0,0.010137003133255515,0.05787598431090751,declared,0.9421240156890925,1.0,0.0,stopcount,31466,0.024089493421470792,0,,0,False,0.32287549407114624,,
mdb-2298,Lewiston Transit System and Asotin County Public Transportation Benefit Area (PTBA),US,103,207,10,180.0,60.0,1.0,1.0,declared,0.6096181046676096,1.0,1.0,distance,0,,0,,0,False,,,
mdb-23,Lincoln County Transit (LCT),US,60,965,288,148.0,1.0,0.4538860103626943,0.6830443159922929,declared,0.3227360308285164,0.9857752489331437,0.04776119402985075,distance,309,0.9741100323624595,10,1.0,0,False,,,
mdb-2303,Johnson County Transit,US,192,784,10,840.0,120.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2304,Citibus,US,285,8591,168,48.0,1.0,0.017692934466301945,0.16876971608832808,declared,0.846777827850383,1.0,0.018360830228845132,distance,7378,0.9563567362428842,0,,0,False,0.16346153846153846,,
mdb-2309,Grant Transit Authority,US,239,3028,37,60.0,60.0,0.5878467635402906,0.7711246200607903,declared,0.6124620060790273,1.0,0.6263027295285359,distance,753,0.1102257636122178,0,,0,False,0.0,,
mdb-2312,Hudson Link,US,302,2272,35,180.0,60.0,1.0,1.0,declared,0.000777000777000777,1.0,1.0,distance,0,,0,,0,False,82.07002801120449,,
mdb-2313,Jackson Transit Authority,US,404,9558,113,35.0,1.0,0.0017786147729650554,0.13370809074483037,declared,0.8797430234892591,1.0,0.015289821999087174,distance,8630,0.9903823870220162,0,,0,False,0.0,,
mdb-2316,Kimball County Transit Service,US,54,454,14,180.0,300.0,1.0,1.0,declared,0.011560693641618497,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2317,Kiryas Joel Area Transit,US,181,1824,38,173.0,3.0,0.4166666666666667,0.71571072319202,declared,0.30324189526184536,1.0,0.0625,distance,570,1.0,0,,0,False,,,
mdb-2322,City of Miami Beach,US,268,12777,169,71.0,1.0,0.16130547076778587,0.26122966721384866,declared,0.8002536934785853,0.9932760552857677,0.07850815850815851,distance,9883,0.006374582616614388,18,1.0,0,False,12.754351032448376,,
mdb-2323,City of Miami Gardens,US,51,45,2,600.0,,1.0,1.0,declared,0.6966551326412919,1.0,,distance,0,,0,,0,False,,,
mdb-2325,The Moccasin Express,US,50,154,8,900.0,300.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-2326,Muckleshoot Tribal Transit,US,71,53,3,180.0,60.0,1.0,1.0,declared,0.6550591327201051,1.0,,distance,0,,0,,0,False,0.0,,
mdb-2329,eBus,NZ,212,5835,245,78.0,1.0,0.017309340188517566,0.17793947411939806,declared,0.8399206217959319,1.0,0.021264028352037802,distance,4971,0.9857171595252464,0,,0,False,7.2,,
mdb-2333,Münchner Verkehrsgesellschaft (MVG),DE,14830,265251,15,90.0,30.0,0.5575096795111045,0.5173324859594188,not_declared,,,,,0,,0,,2,True,0.006178560395427865,0.0,True
mdb-2337,Latvia by Gustavs Svalbe gsvalbe.id.lv,EE,12525,247047,244,120.0,1.0,0.97734843977057,0.979199507716618,declared,0.5305303061957054,1.0,0.960793017777746,stopcount,974,0.01026694045174538,0,,2,True,4.838521205094297,3.2348668280871666,True
mdb-2341,"Regia Transport Electric Chișinău, Î.M. Parcul Urban de Autobuze",MD,11138,244590,225,91.0,1.0,0.3475448710086267,0.37063308958667346,not_declared,,,,,0,,0,,0,False,3.899788894776478,,
mdb-2345,Municipality of Tirana,AL,3063,57069,665,142.0,1.0,0.018889414568329568,0.10566753143085213,declared,0.8981241269207743,0.9258896506692785,0.01262822649335259,stopcount,53324,0.012958517740604606,0,,0,False,25.39270948664038,,
mdb-2347,Pace Bus,US,7005,220121,56,60.0,60.0,1.0,1.0,declared,0.8755390874899874,1.0,1.0,stopcount,0,,0,,0,False,5.8081453207382685,,
mdb-235,Blackstone Area Bus Service,US,65,963,92,97.0,1.0,0.4994807892004154,0.7198443579766537,declared,0.6001945525291829,1.0,0.5332252836304701,distance,270,0.9962962962962963,0,,0,False,,,
mdb-2350,TheBus,US,5073,141790,51,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,12.504507788389104,0.0,True
mdb-2351,Regional Transportation Commission of Southern Nevada (RTC),US,3799,185026,343,71.0,1.0,0.025153221709381383,0.2000953263603866,not_declared,,,,,0,,0,,0,False,7.973925610999342,,
mdb-2353,Westchester County Bee-Line System (WCDOT),US,2203,100765,401,54.0,1.0,0.02699349972708778,0.1820212280412131,declared,0.8314769317420395,0.9991356459605855,0.01640914240332621,distance,73244,0.3864480366992518,10,0.0,0,False,8.065553377450176,,
mdb-2354,SunTran,US,2074,81482,360,61.0,1.0,0.03059571439090842,0.1568951279933939,declared,0.8573223710192798,0.9949672873678913,0.01742116504041208,distance,55231,0.34174648295341387,0,,1,True,3.4142798919965354,6.373759920634921,False
mdb-2359,Transports Metropolitans de Barcelona (TMB),ES,15135,5448,9,180.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,17.71794950270991,0.09020543454505724,True
mdb-2364,Transport for Ireland (TFI),GB,22397,746559,637,61.0,1.0,0.36330283339963754,0.4320399868343501,declared,0.32272426893646555,0.47475927125872125,0.3423884255050006,stopcount,166356,0.07552477818653971,270046,0.12605259844619066,2,True,17.880233475323962,12.4319403714565,True
mdb-2366,"Mi Transporte, Mi Transporte Eléctrico, Mi Macro, Mi Tren, SiTren",MX,505,24729,427,65.0,1.0,0.021674956528771886,0.04011563440519563,not_declared,,,,,0,,0,,0,False,,,
mdb-237,Breckenridge Free Ride,US,438,4650,7,60.0,30.0,0.9862365591397849,0.9944722750043186,not_declared,,,,,0,,0,,0,False,0.6498829039812646,,
mdb-2373,AMAT Palermo S.P.A.,IT,5987,148207,399,55.0,1.0,0.01791413361042326,0.12332516180914951,declared,0.8876739691557389,1.0,0.012390958107456492,stopcount,135178,0.023672491085827575,0,,1,True,4.836526273999159,0.0,True
mdb-2374,Lvivavtodor,UA,6993,198757,14,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,1,True,1.6372537833332679,0.4870034337247453,True
mdb-2379,Société de transport collectif de Pierre-De Saurel,CA,136,2358,18,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,1.5625,,
mdb-238,Bristol Virginia Transit,US,60,98,5,450.0,120.0,1.0,1.0,declared,0.32934131736526945,1.0,,distance,0,,0,,0,False,,,
mdb-2385,B-Bus,LT,327,4153,18,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-2386,Nouvelle-Aquitaine Mobilités,FR,22207,501040,436,60.0,1.0,0.5840132524349353,0.7134247269961427,not_declared,,,,,0,,0,,1,True,6.280798661933039,0.8791454664057404,True
mdb-2387,Zarząd Transportu Miejskiego Rzeszów (ZTM Rzeszów),PL,2676,70431,11,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,10.52660379555245,,
mdb-2393,NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH,DE,105222,1563761,113,60.0,60.0,0.9773737802643755,0.9788367559945532,not_declared,,,,,0,,0,,2,True,1.5214350848772022,6.7884012539184955,False
mdb-2395,Via Mobility,US,154,235,45,120.0,2.0,0.5531914893617021,0.9302904564315353,declared,0.7278066410661848,0.9302904564315353,,distance,0,,81,0.5185185185185185,0,False,,,
mdb-240,Butler County Regional Transit Authority,US,307,209,4,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2400,Empresa Municipal de Transportes de Fuenlabrada (EMTF),ES,795,23547,10,60.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,9.068626661880076,,
mdb-2407,Metro Sabanas,CO,132,5082,69,18.5,1.0,0.006493506493506494,0.0759493670886076,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-2413,Colorado School Of Mines,US,122,1252,51,141.0,1.0,0.09984025559105432,0.5596797671033479,declared,0.4403202328966521,1.0,0.0,distance,605,1.0,0,,0,False,10.5568356374808,,
mdb-2414,Metropolitan Transit Authority of Black Hawk County,US,218,3404,9,120.0,60.0,1.0,1.0,declared,0.643424317617866,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2415,Radford Transit,US,215,4451,129,66.0,1.0,0.008986744551786115,0.1592370338619803,declared,0.8465495070724389,1.0,0.006835443037974683,distance,3923,0.9179199592148866,0,,0,False,0.0,,
mdb-2416,Pioneer Valley Transit Authority (PVTA),US,1962,58188,388,44.0,1.0,0.020090052931875987,0.14103075644222776,declared,0.8751288445552785,1.0,0.018465396379110547,distance,51618,0.9746793754116782,0,,0,False,4.867753668631631,,
mdb-2421,County Connection (CCCTA),US,896,22342,271,59.0,1.0,0.019693850147703876,0.19059299423358292,declared,0.8203373784318788,1.0,0.013324240675654409,stopcount,18809,0.03429209421021851,0,,0,False,7.659981167608286,,
mdb-2425,Santa Cruz Metro (SCMTD),US,806,26364,376,61.0,1.0,0.012251555150963435,0.15944055944055943,declared,0.8575634891424365,1.0,0.01982832618025751,distance,22838,0.12417899991242666,0,,0,False,16.565595238095238,,
mdb-2426,Xpress,US,197,2479,474,117.0,1.0,0.09640984267849939,0.36539895600298283,declared,0.6487695749440716,1.0,0.021839080459770115,distance,1588,0.1561712846347607,0,,0,False,,,
mdb-2430,Fredericksburg Regional Transit,US,292,3847,196,79.0,1.0,0.08240187158825059,0.24498671176612707,not_declared,,,,,0,,0,,0,False,,,
mdb-2432,Frederick County TransIT,US,447,2176,18,120.0,60.0,1.0,0.9851705388037568,declared,0.7231135622963148,0.9728383884110458,1.0,distance,0,,60,0.0,0,False,,,
mdb-2433,Avon Transit,US,155,1147,18,120.0,5.0,0.6233653007846556,0.8102918586789555,not_declared,,,,,0,,0,,0,False,0.0,,
mdb-244,Ketchikan Gateway Borough,US,74,33,1,60.0,,1.0,1.0,declared,0.8845870206489675,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2440,Danville Transit,US,93,4056,152,30.0,1.0,0.016518737672583828,0.13521330441070137,declared,0.8771339264246213,1.0,0.013743815283122594,distance,3588,0.9581939799331104,0,,0,False,,,
mdb-2442,Pulaski Area Transit (PAT),US,67,1065,80,126.0,1.0,0.05070422535211268,0.1811158798283262,declared,0.9542048293089093,1.0,0.14054054054054055,distance,0,,0,,0,False,,,
mdb-2444,STAR Transit,US,77,213,70,122.0,1.0,0.09389671361502347,0.2593230063109581,declared,0.8663335415365396,1.0,0.018250950570342206,distance,1274,0.9717425431711146,0,,0,False,,,
mdb-2445,Virginia Regional Transit,US,159,599,20,300.0,60.0,0.9632721202003339,0.8085106382978723,declared,0.5156897572528123,1.0,0.08333333333333333,distance,382,0.9581151832460733,0,,0,False,,,
mdb-2447,Mountain Lynx Transit,US,86,51,3,600.0,300.0,1.0,1.0,declared,0.8940397350993378,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2448,Four County Transit,US,99,163,29,600.0,3.0,0.901840490797546,0.9895104895104895,declared,0.4434055118110236,1.0,0.07692307692307693,distance,12,1.0,0,,0,False,,,
mdb-2449,Transport for New South Wales,AU,53678,1483956,1199,60.0,1.0,0.8563589486480732,0.9013200116953131,declared,0.761542714306412,0.9593245024687377,0.8831574146826596,distance,169769,0.6334607613875325,16947,0.09028146574614976,3,True,9.51662253523224,6.448620596657946,True
mdb-2455,Alameda-Contra Costa Transit District (AC Transit),US,4990,224654,462,53.0,1.0,0.018063332947554907,0.1417541934472488,declared,0.8781156921147515,1.0,0.022627867535481568,distance,195456,0.11119126555337262,0,,0,False,9.386559289738994,,
mdb-2456,City of Ellensburg Public Transit (Central Transit),US,147,1708,6,120.0,60.0,1.0,1.0,declared,0.6439070649596965,1.0,1.0,distance,0,,0,,0,False,,,
mdb-246,"Sunset Empire Transportation District (SETD), Tillamook County Transportation District, Columbia County Rider",US,58,784,59,112.0,2.0,0.4107142857142857,0.6318289786223278,declared,0.38717339667458434,1.0,0.049079754601226995,distance,310,1.0,0,,0,False,,,
mdb-2460,Fredericton Transit,CA,336,9447,7,60.0,60.0,1.0,1.0,declared,0.7612930849925069,1.0,1.0,distance,0,,0,,0,False,0.3575418994413408,,
mdb-2461,PKS Kalisz,PL,101,3810,7,120.0,60.0,1.0,1.0,not_declared,,,,,0,,0,,0,False,,,
mdb-2462,BC Transit (Hazelton | Kitimat | Terrace),CA,173,2493,24,60.0,60.0,1.0,1.0,declared,0.7719135084863985,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-2463,BC Transit (Quesnel),CA,56,994,6,60.0,60.0,1.0,1.0,declared,0.7531270572745227,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2466,BC Transit (Salt Spring Island),CA,74,274,15,240.0,60.0,1.0,1.0,declared,0.12931034482758622,1.0,1.0,distance,0,,0,,0,False,,,
mdb-247,"TriMet, Portland Streetcar",US,5330,289107,408,47.0,1.0,0.017467581206957978,0.13414754259824682,declared,0.894741489690494,1.0,0.03228757425648617,distance,248187,0.7162301006902053,0,,1,True,8.317299243401429,1.8333514808362372,True
mdb-2471,BC Transit (Merritt),CA,72,711,6,60.0,60.0,1.0,1.0,declared,0.7401129943502824,1.0,1.0,distance,0,,0,,0,False,,,
mdb-2473,BC Transit (Nanaimo),CA,657,16253,15,60.0,60.0,1.0,1.0,declared,0.8170965096145083,1.0,1.0,distance,0,,0,,0,False,6.282467532467533,,
mdb-25,Eastern Sierra Transit,US,246,2632,16,60.0,60.0,1.0,1.0,declared,0.6981627296587927,1.0,1.0,distance,0,,0,,0,False,0.0,,
mdb-250,Yamhill County Transit Area,US,88,1667,173,71.0,1.0,0.09658068386322735,0.3527065527065527,declared,0.6472934472934473,1.0,0.0,stopcount,1136,0.018485915492957746,0,,0,False,,,
mdb-2508,BC Transit (Shuswap | Vernon),CA,367,5587,16,60.0,60.0,1.0,1.0,declared,0.7675363838993051,1.0,1.0,distance,0,,0,,0,False,3.7012987012987013,,
mdb-2510,BC Transit (Bulkley-Nechako | Prince George),CA,433,9163,17,60.0,60.0,1.0,1.0,declared,0.8424073095220116,1.0,1.0,distance,0,,0,,0,False,0.7692307692307693,,
mdb-2514,BC Transit (Campbell River Transit),CA,185,3654,7,60.0,60.0,1.0,1.0,declared,0.8617427687829725,1.0,1.0,distance,0,,0,,0,False,0.3333333333333333,,
mdb-2519,Ministry of Transport and Road Safety,IL,117969,4290992,1346,60.0,1.0,0.14338549221252336,0.043165075206306816,not_declared,,,,,0,,0,,1,True,0.0006303232288162972,0.0,True
mdb-252,Canby Area Transit (CAT),US,79,1685,68,66.0,1.0,0.13590504451038576,0.486685552407932,declared,0.5257790368271955,1.0,0.023706896551724137,distance,906,1.0,0,,0,False,2.179347826086957,,
