feed_id,agency,country,fail_reason
mdb-1114,"Finferries, Alandstrafiken, Rosita Oy, JS Ferryway Ltd Oy, Kuljetus-Savolainen Oy, Archipelago Lines Oy, Sundqvist Investments Oy Ab, Pörtö Line, Nordic Coast Line, Yksityinen, HSL, Vitharun, Espoon kaupunki, Suomen saaristokuljetus, Norsöline, JT-Line Oy, A&S Ravintolat, Merisataman lauttaliikenne, NJK Blekholmen, Ferra Oy, City Cruisers, Aava Lines Oy, Helsingin Risteilypalvelut/TMSJ Group Oy",FI,insufficient fixed-route bus service
mdb-112,People Mover,US,insufficient fixed-route bus service
mdb-1124,Lampoon Pattana Transport,TH,insufficient fixed-route bus service
mdb-1125,POS-ELY Joensuu,FI,no usable service date
mdb-1126,Brightline Trains LLC,US,insufficient fixed-route bus service
mdb-113,Sage Stage,US,insufficient fixed-route bus service
mdb-1132,Metlink,NZ,KeyError
mdb-1139,"DB, SBB, EC, ÖBB, NS, DSB, MAV, CD, PKP, RE, DPN, RZD, SWX, CFL",DE,insufficient fixed-route bus service
mdb-1141,Dolores County,US,insufficient fixed-route bus service
mdb-1146,Mar Chiquita SRL,AR,insufficient fixed-route bus service
mdb-1152,Bürgerbus Leupoldsgrün (Landkreis Hof),DE,insufficient fixed-route bus service
mdb-1157,Sanford Trolley,US,insufficient fixed-route bus service
mdb-1160,The JO,US,insufficient fixed-route bus service
mdb-1162,El Transbordador de Vizcaya,ES,insufficient fixed-route bus service
mdb-1163,Innisfail,AU,insufficient fixed-route bus service
mdb-1164,Maleny / Landsborough,AU,insufficient fixed-route bus service
mdb-117,Siskiyou County,US,insufficient fixed-route bus service
mdb-1174,wroute,CA,insufficient fixed-route bus service
mdb-118,Lassen Rural Bus (LRB),US,insufficient fixed-route bus service
mdb-1182,MRC de Deux-Montagnes,CA,insufficient fixed-route bus service
mdb-119,Plumas Transit,US,insufficient fixed-route bus service
mdb-1195,Easy Ride Transportation,US,insufficient fixed-route bus service
mdb-1199,Société Nationale des Transports Ferroviaires (SNTF Algeria),DZ,insufficient fixed-route bus service
mdb-12,Avalon Transit,US,insufficient fixed-route bus service
mdb-1207,Elevated Transit,US,no usable service date
mdb-1229,Bogor Angkots,ID,insufficient fixed-route bus service
mdb-1249,Citymapper,GB,no usable service date
mdb-1254,Astoria Riverfront Trolley,US,insufficient fixed-route bus service
mdb-1257,Ile dʼYeu,FR,insufficient fixed-route bus service
mdb-126,Benton Area Transportation,US,insufficient fixed-route bus service
mdb-1265,Collegamenti marittimi Grandi Navi Veloci,ES,insufficient fixed-route bus service
mdb-1268,Quadri orari traghetti,FR,insufficient fixed-route bus service
mdb-127,Caravan Airport Transportation,US,insufficient fixed-route bus service
mdb-1270,Zarząd Transportu Publicznego w Krakowie (ZTP Kraków),PL,insufficient fixed-route bus service
mdb-1275,Western Chiang Mai,TH,insufficient fixed-route bus service
mdb-1276,Miaoli,TW,no usable service date
mdb-1281,Mornington Railway,AU,insufficient fixed-route bus service
mdb-1282,Northern Chiang Mai,TH,insufficient fixed-route bus service
mdb-1284,Shuttle Oregon,US,insufficient fixed-route bus service
mdb-1288,VINE Transit,US,KeyError
mdb-129,City 2 City Shuttle,US,insufficient fixed-route bus service
mdb-1290,PKP Szybka Kolej Miejska (SKM),PL,insufficient fixed-route bus service
mdb-1293,RIDE Sitka,US,insufficient fixed-route bus service
mdb-130,Diamond Express,US,insufficient fixed-route bus service
mdb-1301,Omaezaki Local Voluntary Operation Bus,JP,no usable service date
mdb-1302,Susonohru,JP,no usable service date
mdb-1303,Kakegawa Local Voluntary Operation Bus,JP,no usable service date
mdb-1307,"YL_Yuanlin Passenger Transport (General Manager), YL_臺西客運(公總)",TW,insufficient fixed-route bus service
mdb-1308,Capital Trailways,US,insufficient fixed-route bus service
mdb-1309,Massachusetts Ferry Service,US,insufficient fixed-route bus service
mdb-1310,Chiang Mai University (CMU),TH,insufficient fixed-route bus service
mdb-1315,"Kwanwiang Transport, LTD.",TH,insufficient fixed-route bus service
mdb-1319,Trenitalia | Contram Mobilita s.c.p.a. | Trasfer Soc. Cons. a.r.l. | Adriabus spa | Soc. Consortile A.T.M.A. | Start Spa,IT,insufficient fixed-route bus service
mdb-132,Oregon Express Shuttle,US,insufficient fixed-route bus service
mdb-1325,WhiteBus,TH,insufficient fixed-route bus service
mdb-1327,Quail Trail Public Transit,US,insufficient fixed-route bus service
mdb-1328,Virginia Breeze,US,insufficient fixed-route bus service
mdb-133,Pacific Crest Bus Lines,US,insufficient fixed-route bus service
mdb-134,South Lane Wheels,US,no usable service date
mdb-137,Linn Shuttle,US,insufficient fixed-route bus service
mdb-139,Central Oregon Breeze,US,insufficient fixed-route bus service
mdb-140,Eugene to BEND,US,insufficient fixed-route bus service
mdb-141,Malheur Council on Aging & Community Services,US,insufficient fixed-route bus service
mdb-153,STAR Transit,US,insufficient fixed-route bus service
mdb-156,Groome Transportation - Arizona Shuttle,US,insufficient fixed-route bus service
mdb-158,Cottonwood Area Transit (CAT),US,insufficient fixed-route bus service
mdb-159,Verde Lynx,US,insufficient fixed-route bus service
mdb-161,Grand Valley Transit,US,insufficient fixed-route bus service
mdb-167,Sandia Shuttle,US,insufficient fixed-route bus service
mdb-168,Groome Transportation - Colorado Springs Shuttle,US,insufficient fixed-route bus service
mdb-175,Winter Park Transit,US,insufficient fixed-route bus service
mdb-1784,Towson Loop,US,insufficient fixed-route bus service
mdb-1806,Miramichi Transit,CA,insufficient fixed-route bus service
mdb-1812,"Freetown Poda-Poda, Sierra Leone Road Transport Corporation, Tagrin Ferry, Freetown Taxi Cab",SL,insufficient fixed-route bus service
mdb-1824,METRO İZMİR,TR,insufficient fixed-route bus service
mdb-1828,IZBAN,TR,insufficient fixed-route bus service
mdb-1829,TRAM İZMİR,TR,insufficient fixed-route bus service
mdb-1832,"Železničná spoločnosť Slovensko, a.s.",AT,insufficient fixed-route bus service
mdb-1856,Railways of the Generalitat of Catalonia (Ferrocarrils de la Generalitat de Catalunya),ES,insufficient fixed-route bus service
mdb-186,Jonesboro Economical Transportation (JET),US,insufficient fixed-route bus service
mdb-1860,DeWaterbus,BE,insufficient fixed-route bus service
mdb-1867,"81 Connection, CityGo, KanConnect",US,insufficient fixed-route bus service
mdb-1871,Rider Express,CA,insufficient fixed-route bus service
mdb-1886,Bmob,FR,insufficient fixed-route bus service
mdb-189,JeffCo Express,US,insufficient fixed-route bus service
mdb-1899,Les Saisies,FR,no usable service date
mdb-192,Sioux Area Metro (SAM),US,insufficient fixed-route bus service
mdb-1936,Go North West,GB,missing required table
mdb-194,Marshalltown Municipal Transit,US,insufficient fixed-route bus service
mdb-1960,"Harare Kombis, City Shuttle",ZW,missing required table
mdb-1965,"Esprit de Mort, Esprit de Vie, Transco, Taxi Jaune",ZA,insufficient fixed-route bus service
mdb-1970,Shuttler,CH,no usable service date
mdb-198,Cedar Rapids Transit,US,insufficient fixed-route bus service
mdb-199,Burlington Urban Service,US,insufficient fixed-route bus service
mdb-1995,Union Pearson Express (UP Express),CA,insufficient fixed-route bus service
mdb-2014,BODS UK aggregate feed,GB,ParserError
mdb-2018,Jūrmalas autobusu satiksme,LV,no usable service date
mdb-2030,reLAXsan,US,insufficient fixed-route bus service
mdb-2031,Aquabus Ferries,CA,insufficient fixed-route bus service
mdb-2034,Direccion General de Transporte Publico de Puerto Vallarta,MX,insufficient fixed-route bus service
mdb-2035,Metro St. Louis,US,insufficient fixed-route bus service
mdb-2036,Bean Shuttle,CZ,insufficient fixed-route bus service
mdb-2037,Brown County Heartland Express,US,insufficient fixed-route bus service
mdb-2038,The Otter Express,US,insufficient fixed-route bus service
mdb-2043,Discover Goodwill,US,insufficient fixed-route bus service
mdb-2044,Envida,US,insufficient fixed-route bus service
mdb-2045,ECO Transit,US,insufficient fixed-route bus service
mdb-2046,El Paso Fountain Valley Senior Citizens Program Inc,US,insufficient fixed-route bus service
mdb-2049,Prowers Area Transit,US,insufficient fixed-route bus service
mdb-2053,Systemaufgaben Kundeninformation SKI+,CH,insufficient fixed-route bus service
mdb-2055,Daytrip Shuttle,IT,insufficient fixed-route bus service
mdb-2056,Daytrip Shuttle,PT,insufficient fixed-route bus service
mdb-2057,CP - Comboios de Portugal,PT,insufficient fixed-route bus service
mdb-2059,Morro Bay Transit,US,insufficient fixed-route bus service
mdb-2077,Socatur,CM,insufficient fixed-route bus service
mdb-2081,Huntsville Shuttle,US,insufficient fixed-route bus service
mdb-21,Coos County Area Transit (CCAT),US,insufficient fixed-route bus service
mdb-2137,Sacramento Regional Transit (SacRT),US,insufficient fixed-route bus service
mdb-2138,OBB Personenverkehr AG Kundenservice,AT,insufficient fixed-route bus service
mdb-2151,Daytrip Shuttle,CR,insufficient fixed-route bus service
mdb-2156,Adams County,US,insufficient fixed-route bus service
mdb-2157,Bent County Transportation,US,insufficient fixed-route bus service
mdb-2161,City of Loveland,US,insufficient fixed-route bus service
mdb-2164,Concord Area Transit,US,insufficient fixed-route bus service
mdb-2165,Continuum,US,insufficient fixed-route bus service
mdb-2169,Kiowa County Transit,US,insufficient fixed-route bus service
mdb-2170,La Junta Transit,US,insufficient fixed-route bus service
mdb-2171,Lakewood Rides,US,insufficient fixed-route bus service
mdb-2172,Manteca Transit,US,insufficient fixed-route bus service
mdb-2173,Mountain Family Center,US,insufficient fixed-route bus service
mdb-2174,MOVE Stanislaus,US,insufficient fixed-route bus service
mdb-2175,Omnibus,US,insufficient fixed-route bus service
mdb-2178,Routt County Council on Aging (RCCOCA) Transportation,US,insufficient fixed-route bus service
mdb-2179,Roaring Fork Transportation Authority (RFTA),US,insufficient fixed-route bus service
mdb-2180,San Joaquin Regional Transit District,US,insufficient fixed-route bus service
mdb-2181,South Central Council of Governments (SCCOG),US,insufficient fixed-route bus service
mdb-2182,Silver Key Senior Services,US,insufficient fixed-route bus service
mdb-2184,Southwest Rides,US,insufficient fixed-route bus service
mdb-2185,Senior Resource Development Agency,US,insufficient fixed-route bus service
mdb-2186,Stanislaus Regional Transit Authority,US,insufficient fixed-route bus service
mdb-2187,City of Tracy,US,insufficient fixed-route bus service
mdb-2188,Upper Arkansas Area Council of Governments,US,insufficient fixed-route bus service
mdb-2189,City of Milton-Freewater Public Transportation,US,insufficient fixed-route bus service
mdb-2190,Palo Verde Valley Transit Agency,US,insufficient fixed-route bus service
mdb-2192,Bloom Bus,US,insufficient fixed-route bus service
mdb-2193,Wahkiakum Ferry,US,insufficient fixed-route bus service
mdb-2196,Makah Public Transit,US,insufficient fixed-route bus service
mdb-2197,Squaxin Island Transit,US,insufficient fixed-route bus service
mdb-22,Curry Public Transit,US,insufficient fixed-route bus service
mdb-2202,Spirit Bus,US,insufficient fixed-route bus service
mdb-2203,South County Transit Link,US,insufficient fixed-route bus service
mdb-2205,Philomath Connection,US,insufficient fixed-route bus service
mdb-2210,El Segundo Transportation,US,insufficient fixed-route bus service
mdb-2211,Areawide Community Transportation System,US,insufficient fixed-route bus service
mdb-2216,Froggy Transportation,US,insufficient fixed-route bus service
mdb-2223,DC Streetcar,US,insufficient fixed-route bus service
mdb-2233,Arvin Transit,US,insufficient fixed-route bus service
mdb-2234,Camarillo Area Transit,US,insufficient fixed-route bus service
mdb-2235,San Juan Capistrano Free Weekend Trolley,US,no usable service date
mdb-2236,Taft Area Transit,US,insufficient fixed-route bus service
mdb-2238,West Berkeley Shuttle,US,insufficient fixed-route bus service
mdb-224,Bay Transit,US,insufficient fixed-route bus service
mdb-2245,North Carolina State University (NCSU),US,no usable service date
mdb-2247,Baldwin Park Transit,US,insufficient fixed-route bus service
mdb-2248,Cudahy Area Rapid Transit,US,insufficient fixed-route bus service
mdb-2249,City of Bell (La Campana),US,insufficient fixed-route bus service
mdb-2250,La Puente LINK,US,insufficient fixed-route bus service
mdb-2251,Sierra Madre Gateway Coach,US,insufficient fixed-route bus service
mdb-2257,Citrus County Transit,US,insufficient fixed-route bus service
mdb-2275,Auburn Transit,US,insufficient fixed-route bus service
mdb-2279,Ridgecrest Transit,US,insufficient fixed-route bus service
mdb-228,Bell Gardens Trolley,US,insufficient fixed-route bus service
mdb-2281,Detroit People Mover,US,insufficient fixed-route bus service
mdb-2284,Carlsbad Municipal Transit System,US,insufficient fixed-route bus service
mdb-2288,Grand Valley Transit,US,insufficient fixed-route bus service
mdb-229,Benson Area Transit,US,insufficient fixed-route bus service
mdb-2291,Lake County Senior Center Transportation Program,US,insufficient fixed-route bus service
mdb-2292,Mountain Metro Transit,US,insufficient fixed-route bus service
mdb-2293,Transfort,US,insufficient fixed-route bus service
mdb-2294,Mountain Express,US,insufficient fixed-route bus service
mdb-2295,Amtrak San Joaquins,US,insufficient fixed-route bus service
mdb-2297,Amtrak Vermonter,US,insufficient fixed-route bus service
mdb-2299,Blue Apple Bus Company,US,insufficient fixed-route bus service
mdb-2301,Central Community Transit,US,insufficient fixed-route bus service
mdb-2302,Colville Confederated Tribes Transit,US,insufficient fixed-route bus service
mdb-2305,East by West Ferry,NZ,insufficient fixed-route bus service
mdb-2306,Outback Express,US,insufficient fixed-route bus service
mdb-2307,Elwha Transit,US,insufficient fixed-route bus service
mdb-2310,Guemes Island Ferry,US,insufficient fixed-route bus service
mdb-2311,Homage: DʼArling Direct,US,insufficient fixed-route bus service
mdb-2314,Kalispel Tribal Transit (KalTran),US,insufficient fixed-route bus service
mdb-2315,Thousand Oaks Transit - Kanan Shuttle,US,insufficient fixed-route bus service
mdb-2318,Lady of the Lake,US,insufficient fixed-route bus service
mdb-2319,Lummi Island Ferry,US,insufficient fixed-route bus service
mdb-2320,Lummi Transit,US,insufficient fixed-route bus service
mdb-2324,Middletown Area Transit,US,insufficient fixed-route bus service
mdb-2327,Nisqually Transit,US,insufficient fixed-route bus service
mdb-2328,North Lake Tahoe Express,US,insufficient fixed-route bus service
mdb-233,Birnie Bus,US,insufficient fixed-route bus service
mdb-2330,Bustang Outrider,US,insufficient fixed-route bus service
mdb-2331,Pahto Public Passage,US,insufficient fixed-route bus service
mdb-2332,Shawnee Mass Transit District,US,insufficient fixed-route bus service
mdb-2336,MSRTC Transit,IN,insufficient fixed-route bus service
mdb-2346,Navajo Transit System,US,insufficient fixed-route bus service
mdb-2357,Metro do Porto,PT,insufficient fixed-route bus service
mdb-236,Blossom Express,US,insufficient fixed-route bus service
mdb-2360,Mitteldeutscher Verkehrsverbund GmbH (MDV),DE,missing required table
mdb-2361,Dana Point Trolley,US,insufficient fixed-route bus service
mdb-2362,San Clemente Trolley,US,no usable service date
mdb-2367,METROFOR,BR,insufficient fixed-route bus service
mdb-2377,Željeznički prevoz Crne Gore,ME,insufficient fixed-route bus service
mdb-2381,Isparta Özel Halk Otobüsleri,TR,insufficient fixed-route bus service
mdb-2389,Hullo Ferries,CA,insufficient fixed-route bus service
mdb-2394,Yosemite Area Regional Transportation System (YARTS),US,insufficient fixed-route bus service
mdb-2399,ZTM Katowice,PL,no usable service date
mdb-24,Rhody Express,US,insufficient fixed-route bus service
mdb-2408,"Metro Transportes do Sul, Metro Sul do Tejo",PT,insufficient fixed-route bus service
mdb-2411,Loudoun County Transit,US,insufficient fixed-route bus service
mdb-2417,Maritime Bus,CA,insufficient fixed-route bus service
mdb-2418,Morrow County Public Transit,US,insufficient fixed-route bus service
mdb-2419,City of Gadsen,US,insufficient fixed-route bus service
mdb-2420,Muletown Trolley,US,insufficient fixed-route bus service
mdb-243,Inter-Island Ferry,US,insufficient fixed-route bus service
mdb-2431,"Eurostar, Thalys, SNCF, DB ICE, DB Intercity, c2c Service, Chiltern Railways Service, First Great Western Service, Gatwick Express Service, East Coast, Heathrow Express Service, Hull Trains Service, East Midland Trains, Greater Anglia, London Midland, Southern Service, South Eastern Trains Service, South West Trains Service, Virgin Trains Service, Grand Central, Heathrow Connect, Thameslink, Great Northern, UK Rail (from SIDH), First ScotRail Service, GTR, Eurostar",GB,insufficient fixed-route bus service
mdb-2435,CORTRAN,US,insufficient fixed-route bus service
mdb-2436,Mountain Empire Transit,US,insufficient fixed-route bus service
mdb-2443,RADAR,US,insufficient fixed-route bus service
mdb-245,Washington State Department of Transportation (WSDOT Apple Line),US,insufficient fixed-route bus service
mdb-2457,Hyderabad Metro Rail Ltd.,IN,insufficient fixed-route bus service
mdb-2464,BC Transit (Revelstoke),CA,insufficient fixed-route bus service
mdb-2467,BC Transit (Mount Waddington),CA,insufficient fixed-route bus service
mdb-2468,BC Transit (Ashcroft-Cache Creek-Clinton Transit System),CA,insufficient fixed-route bus service
mdb-2469,BC Transit (100 Mile House),CA,insufficient fixed-route bus service
mdb-2470,BC Transit (Pemberton Valley),CA,insufficient fixed-route bus service
mdb-2472,BC Transit (Smithers),CA,insufficient fixed-route bus service
mdb-249,Wahkiakum on the Move,US,insufficient fixed-route bus service
mdb-251,Woodburn Transit Service (WTS),US,insufficient fixed-route bus service
mdb-2515,BC Transit (Clearwater),CA,insufficient fixed-route bus service
mdb-2536,BC Transit (Creston Valley),CA,insufficient fixed-route bus service
mdb-255,Swan Island Evening Shuttle,US,insufficient fixed-route bus service
mdb-256,Blue Star Bus,US,no usable service date
mdb-2575,BC Transit (West Coast),CA,insufficient fixed-route bus service
mdb-2587,BC Transit (Williams Lake),CA,insufficient fixed-route bus service
mdb-260,Columbia Area Transit (CAT),US,insufficient fixed-route bus service
mdb-2602,Moose Jaw Transit,CA,insufficient fixed-route bus service
mdb-2615,Sark Shipping,GG,insufficient fixed-route bus service
mdb-262,Skamania County Transit,US,insufficient fixed-route bus service
mdb-2621,Burns Paiute Tribal Transit,US,insufficient fixed-route bus service
mdb-2637,Irish Rail,IE,insufficient fixed-route bus service
mdb-2638,LUAS,IE,insufficient fixed-route bus service
mdb-2648,Huntington Park Express,US,insufficient fixed-route bus service
mdb-2650,Gloversville Transit System,US,ParserError
mdb-2653,Renfe commuter trains (Cercanias),ES,no usable service date
mdb-2680,Funicular de Artxanda,ES,insufficient fixed-route bus service
mdb-2684,Altamont Corridor Express,US,insufficient fixed-route bus service
mdb-27,Airport Valet Express,US,insufficient fixed-route bus service
mdb-2709,Trinity Transit,US,insufficient fixed-route bus service
mdb-271,People for People (Community Connector),US,insufficient fixed-route bus service
mdb-2711,Urban Buses Dos Hermanas,ES,missing required table
mdb-2712,Samar Buses,ES,KeyError
mdb-2715,Euskotren,ES,insufficient fixed-route bus service
mdb-2717,Renfe Feve,ES,no usable service date
mdb-2722,Ferry Fred. Olsen (Fred Olsen Express),ES,insufficient fixed-route bus service
mdb-2725,Lurraldebus Oiartzun (Xorrola),ES,insufficient fixed-route bus service
mdb-2726,Lurraldebus Tolosaldea,ES,insufficient fixed-route bus service
mdb-2727,AECFA (Spanish Association for the Coordination and Facilitation of Time Strips),ES,no usable service date
mdb-2729,Tranvía de Murcia (TDM),ES,insufficient fixed-route bus service
mdb-2734,Lurraldebus - Hernani Urban (Hernani city bus),ES,insufficient fixed-route bus service
mdb-2737,Oñati urban (Oñatiko herribusa),ES,insufficient fixed-route bus service
mdb-2758,Tolosa City Council (Urbano de Tolosa),ES,insufficient fixed-route bus service
mdb-276,Yakima Transit,US,insufficient fixed-route bus service
mdb-2760,Lurraldebus Lasarte,ES,insufficient fixed-route bus service
mdb-277,Union Gap,US,insufficient fixed-route bus service
mdb-2778,Rodil,ES,insufficient fixed-route bus service
mdb-278,Selah Transit,US,insufficient fixed-route bus service
mdb-2781,Metro de Sevilla,ES,insufficient fixed-route bus service
mdb-2784,Public Works Agency of the Andalusian Regional Government (Metro de Grenada),ES,insufficient fixed-route bus service
mdb-2785,Ouigo,ES,insufficient fixed-route bus service
mdb-2786,Viagón Coaches,ES,insufficient fixed-route bus service
mdb-2787,Alvarez Travelers Coaches,ES,insufficient fixed-route bus service
mdb-2790,Sopela Town Hall,ES,insufficient fixed-route bus service
mdb-2793,Erandio City Council (Erandio! Busa),ES,insufficient fixed-route bus service
mdb-2795,Ancebus,ES,insufficient fixed-route bus service
mdb-2799,Bermibusa,ES,insufficient fixed-route bus service
mdb-2800,Rafael Nadal Coaches,ES,insufficient fixed-route bus service
mdb-2804,Avanza Grupo (Ourense city bus),ES,no usable service date
mdb-2806,Eixbus S.At,ES,insufficient fixed-route bus service
mdb-2808,La Veloz SA (Buses from the Belchite countryside area to Zaragoza (C12)),ES,insufficient fixed-route bus service
mdb-2809,Avanza Grupo (VAC-124. Huesca-Lleida with branches),ES,insufficient fixed-route bus service
mdb-2810,Avanza Grupo (VAC-245. Huesca-Barcelona),ES,insufficient fixed-route bus service
mdb-2814,Baleària Ferry,ES,insufficient fixed-route bus service
mdb-2829,FGV - Generalitat Valenciana Trains and trams in Alicante and the Costa Blanca,ES,insufficient fixed-route bus service
mdb-283,Washington State Ferries,US,insufficient fixed-route bus service
mdb-2830,FGV - Generalitat Valenciana Metro de Valencia,ES,insufficient fixed-route bus service
mdb-2840,Connecticut Transit,US,insufficient fixed-route bus service
mdb-2854,Metra,US,KeyError
mdb-2856,City of Coolidge,US,insufficient fixed-route bus service
mdb-2857,Bisbee Bus,US,insufficient fixed-route bus service
mdb-286,Black Ball Ferry Line,US,insufficient fixed-route bus service
mdb-2860,Copper Mountain Transit,US,insufficient fixed-route bus service
mdb-2862,CUE Bus,US,insufficient fixed-route bus service
mdb-2863,City of Show Low,US,insufficient fixed-route bus service
mdb-2864,City of Douglas,US,insufficient fixed-route bus service
mdb-2867,Indian Railways,IN,insufficient fixed-route bus service
mdb-2875,West Cork Connect,IE,insufficient fixed-route bus service
mdb-2876,Keep Tahoe Blue,US,insufficient fixed-route bus service
mdb-2881,Watertown Citibus,US,insufficient fixed-route bus service
mdb-2883,Mountain View Community Shuttle,US,insufficient fixed-route bus service
mdb-2886,San Francisco Municipal Transportation Agency (SFMTA - Muni),US,KeyError
mdb-289,"Wallowa Community Connection (WCC), Northeast Oregon Public Transit",US,insufficient fixed-route bus service
mdb-2894,Clovis Transit,US,insufficient fixed-route bus service
mdb-2902,CROSS Solution,DE,insufficient fixed-route bus service
mdb-2905,Mäntylän Alueen Liikenne,FI,insufficient fixed-route bus service
mdb-2918,Lasta,RS,insufficient fixed-route bus service
mdb-2921,Transtejo Soflusa (TTSL),PT,insufficient fixed-route bus service
mdb-2923,Santa Eulalia Ferry,ES,insufficient fixed-route bus service
mdb-2926,Autobusos Interurbans,ES,KeyError
mdb-2927,Srbijavoz,RS,insufficient fixed-route bus service
mdb-2936,Alexandria DOT,US,insufficient fixed-route bus service
mdb-2937,Marin Transit,US,KeyError
mdb-2942,Ariva,SI,insufficient fixed-route bus service
mdb-2943,TURIZEM KRANJSKA GORA,SI,insufficient fixed-route bus service
mdb-2944,"NOMAGO, storitve mobilnosti in potovanj, d.o.o.",SI,insufficient fixed-route bus service
mdb-2945,КП Бучатранссервіс,UA,insufficient fixed-route bus service
mdb-295,Streamline,US,insufficient fixed-route bus service
mdb-296,Calabasas Transit System,US,insufficient fixed-route bus service
mdb-299,Catalina Express,US,insufficient fixed-route bus service
mdb-2991,LTG Link,LT,insufficient fixed-route bus service
mdb-2994,Collegamenti marittimi Grimaldi,IT,insufficient fixed-route bus service
mdb-2995,Collegamenti marittimi Sardinia Ferries,IT,insufficient fixed-route bus service
mdb-2996,Collegamenti marittimi Tirrenia,IT,insufficient fixed-route bus service
mdb-300,Catalina Flyer,US,insufficient fixed-route bus service
mdb-302,Corning Erwin Area Transit System (CEATS),US,insufficient fixed-route bus service
mdb-3035,PATCO Speedline,US,insufficient fixed-route bus service
mdb-3036,Upper Merion Rambler,US,insufficient fixed-route bus service
mdb-3039,Hope College Evening Shuttle,US,insufficient fixed-route bus service
mdb-3041,Trasporto Passeggeri Emilia-Romagna,IT,insufficient fixed-route bus service
mdb-3043,HŽ Passenger Transport,HR,insufficient fixed-route bus service
mdb-3044,inbus.ua,UA,insufficient fixed-route bus service
mdb-3049,ONCF (Office National des Chemins de Fer),MA,insufficient fixed-route bus service
mdb-3052,Metro Bilbao,ES,insufficient fixed-route bus service
mdb-306,Chicago Water Taxi,US,no usable service date
mdb-3081,Reus Transport,ES,insufficient fixed-route bus service
mdb-309,City of Fountain Transit,US,insufficient fixed-route bus service
mdb-3094,Glenn Transit Service,US,insufficient fixed-route bus service
mdb-3095,Bellflower Bus,US,insufficient fixed-route bus service
mdb-3098,Rosemead Explorer,US,insufficient fixed-route bus service
mdb-310,Capital Transit,US,insufficient fixed-route bus service
mdb-3105,Boxcar,US,insufficient fixed-route bus service
mdb-3107,European Sleeper,CH,insufficient fixed-route bus service
mdb-3108,Georgian Railway,AM,insufficient fixed-route bus service
mdb-3114,Rochester Transit Service,US,insufficient fixed-route bus service
mdb-3122,Koleje Śląskie,PL,insufficient fixed-route bus service
mdb-3123,Optima Express,AT,insufficient fixed-route bus service
mdb-3124,Metropolitana di Catania - Ferrovia Circumetnea,IT,KeyError
mdb-3129,C-TRAN,US,insufficient fixed-route bus service
mdb-313,Clear Creek County Transit,US,insufficient fixed-route bus service
mdb-3130,Transportation Management Association of Chester County (TMACC),US,insufficient fixed-route bus service
mdb-3134,VD-Express,UA,insufficient fixed-route bus service
mdb-3135,GTFS Honduras Open (National Transit Feed),HN,missing required table
mdb-3143,San Francisco Bay Area Water Emergency Transportation Authority (WETA),US,insufficient fixed-route bus service
mdb-3144,Lagos State Waterways,NG,insufficient fixed-route bus service
mdb-3153,ELRON,EE,insufficient fixed-route bus service
mdb-3154,DZK,SK,insufficient fixed-route bus service
mdb-316,CorridorRides,US,insufficient fixed-route bus service
mdb-317,Cripple Creek Transportation,US,insufficient fixed-route bus service
mdb-3176,Tokyo Metropolitan Bureau of Transportation - Toei Train,JP,insufficient fixed-route bus service
mdb-3178,Cecil Transit,US,insufficient fixed-route bus service
mdb-3179,Consiliul Județean Buzău - Transport județean,RO,insufficient fixed-route bus service
mdb-3182,Urban Trans Vlora,AL,insufficient fixed-route bus service
mdb-3184,Kecskeméti Kisvasút,HU,no usable service date
mdb-3185,"Kumejima Ocean Jet Co., Ltd.",JP,insufficient fixed-route bus service
mdb-3192,NY Waterway,US,insufficient fixed-route bus service
mdb-3205,Cape Lookout National Seashore,US,insufficient fixed-route bus service
mdb-3207,Dry Tortugas National Park,US,insufficient fixed-route bus service
mdb-3208,Golden Gate National Recreation Area (Alcatraz Island),US,insufficient fixed-route bus service
mdb-3209,Gulf Islands National Seashore,US,no usable service date
mdb-3210,Gulf Islands National Seashore,US,insufficient fixed-route bus service
mdb-3215,DELFI Germany-wide scheduled timetable data (GTFS),DE,ParserError
mdb-3218,Dallas Host Committee,US,insufficient fixed-route bus service
mdb-3221,Athens Urban Transport Organization (OASA) - Rail Routes,GR,insufficient fixed-route bus service
mdb-3222,Sonoma Marin Area Rail Transit (SMART),US,insufficient fixed-route bus service
mdb-3225,URBS Curitiba,BR,insufficient fixed-route bus service
mdb-3234,Verkehrsverbund Berlin-Brandenburg (VBB),DE,insufficient fixed-route bus service
mdb-3258,BT buss,SE,no usable service date
mdb-3259,Destination Gotland,SE,insufficient fixed-route bus service
mdb-3260,Falcks Omnibus AB,SE,insufficient fixed-route bus service
mdb-3262,Härjedalingen,SE,insufficient fixed-route bus service
mdb-3263,Kiruna Buss,SE,insufficient fixed-route bus service
mdb-3264,Kombardo Expressen,DK,insufficient fixed-route bus service
mdb-3265,Lennakatten,SE,insufficient fixed-route bus service
mdb-3268,Mälartåg ersättningstrafik,SE,insufficient fixed-route bus service
mdb-3269,Nikkaluoktaexpressen,SE,insufficient fixed-route bus service
mdb-3270,Norrtåg ersättningsstrafik (VR Sverige),SE,insufficient fixed-route bus service
mdb-3271,Ressel Rederi,SE,insufficient fixed-route bus service
mdb-3272,Silverlinjen,SE,insufficient fixed-route bus service
mdb-3273,SJ,NO,insufficient fixed-route bus service
mdb-3274,SJ Norge,SE,insufficient fixed-route bus service
